05.10.2018                                                                                                       Saída dinâmica de lista                                                                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Itm|Medi|Nota    |Ordem     |P|Texto das medidas                       |Texto do item                           |CenTrabRes|StatUsuár.|StatSist |Local de instalação           |Exec.por|Fim plan. |Problema|GrCoMed |Data      |Concluído |ÁrO|CóMd|
|   19|  40|4656596 |2017849023|6|MDEC-A-18S:CALD                         |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  39|4656596 |2017849023|6|MDEC-A-08:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  38|4656596 |2017849023|6|MDEC-A-17S:CALD                         |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDSPAR|22.07.2011|04.09.2013|P20|C   |
|   19|  37|4656596 |2017849023|6|MDEC-A-31:REPAR                         |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|05.09.2015|PMANORMA|CAMPSPAR|22.07.2011|05.09.2015|P20|C   |
|   19|  36|4656596 |2017849023|6|MDEC-A-28:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  35|4656596 |2017849023|6|MDEC-A-16:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  34|4656596 |2017849023|6|MDEC-A-19:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|08.09.2013|P20|C   |
|   19|  33|4656596 |2017849023|6|MDEC-A-18:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|04.09.2013|P20|C   |
|   19|  21|4656596 |2017849023|6|MDEC-A-27S:CALD                         |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDPAR |22.07.2011|20.07.2013|P20|C   |
|   19|  22|4656596 |2017849023|6|PONT-A-1A:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|20.07.2013|P20|C   |
|   19|  23|4656596 |2017849023|6|MDEC-A-30S:CALD                         |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  24|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.09.2013|P20|C   |
|   19|  25|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.09.2013|P20|C   |
|   19|  26|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.09.2013|P20|C   |
|   19|  27|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|08.09.2013|P20|C   |
|   19|  28|4656596 |2017849023|6|LDEC-A-08:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|PARDSPAR|22.07.2011|20.07.2013|P20|C   |
|   19|  29|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.09.2013|P20|C   |
|   19|  30|4656596 |2017849023|6|MDEC-A-17:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
|   19|  31|4656596 |2017849023|6|MDEC-A-23:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|04.09.2013|P20|C   |
|   19|  32|4656596 |2017849023|6|MDEC-A-30:CALD                          |Corrosão em todo o sistema da planta    |CTPCM     |CMAN      |MEDE MSUC|301020.FSCI.542099.000001     |CTMIPPRO|27.11.2012|PMANORMA|CAMPSPAR|22.07.2011|06.07.2013|P20|C   |
|    1|   9|10234089|2017343506|4|CVI-A28S - CP-A30: PINT *3-II* Pintura  |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMIECOP|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|   8|10234089|2017343506|4|CVI-A28S - CP-A28: CALD *3-II* Pintura  |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMIECOP|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|   7|10234089|2017343506|4|CVI-A28S - CP-A28: PINT *3-II* Pintura  |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMIECOP|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|   6|10234089|2017343506|4|CVI-A18S: CALD *3-II* Reinstalar        |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMIECOP|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|   5|10234089|2017343506|4|CVI-A18S: PINT *3-II* Pintura           |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMEINTG|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|   4|10234089|2017343506|4|CVI-A28S - CP-A30: CALD *3-II* Reinstala|Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMIINTG|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|   3|10234089|2017343506|4|CVI-A28S - CP-A17: PINT *3-II* Pintura  |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMIINTG|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|   2|10234089|2017343506|4|CP-A30: CALD *3-II* Substituir          |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTPCM   |25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|C   |
|    1|   1|10234089|2017343506|4|CP-A30: CALD *3-II* Substituir          |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTPCM   |25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|C   |
|    1|  10|10234089|2017343506|4|CVI-A28S - CP-A30: CALD *3-II* Reinstala|Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMIECOP|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|  11|10234089|2017343506|4|CVI-A28S: PINT *3-II* Pintura           |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMEINTG|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|  12|10234089|2017343506|4|CVI-A28S: CALD *3-II* Reinstalar        |Trecho em área não abrigada             |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMIECOP|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    2|  13|10234089|2017343506|4|CP-A16: PINT *3-II* Pintura             |ZONA 502 - FLARE - PP                   |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMEINTG|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    2|  14|10234089|2017343506|4|CP-A16: PINT *3-II* Pintura             |ZONA 502 - FLARE - PP                   |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMEINTG|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|D   |
|    2|  15|10234089|2017343506|4|CP-A16: CALD *3-II* Substituir          |ZONA 502 - FLARE - PP                   |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTPCM   |25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|          |P20|C   |
|    3|  16|10234089|2017343506|4|CP-A17: PINT *3-II* Pintura             |ZONA 502 - TC-C                         |CTMIECOP  |CMAN      |MEDE MSUC|301020.FSCI.542099.000006     |CTMIECOP|12.04.2018|INSPEXTE|CAMPSPAR|08.01.2018|12.04.2018|P20|D   |
|    3|  17|10234089|2017343506|4|CP-A17: PINT *3-II* Pintura             |ZONA 502 - TC-C                         |CTMIECOP  |CMAN      |MEDE MSUC|301020.FSCI.542099.000006     |CTMIECOP|25.05.2018|INSPEXTE|CAMPSPAR|08.01.2018|30.06.2018|P20|D   |
|    4|  18|10234089|2017343506|4|CP-A25: PINT *3-II* Tratar / Pintar     |Estrutura de suportação TC-B            |CTMIECOP  |RECB      |MEDL     |301020.FSCI.542099.000006     |CTMEINTG|25.05.2018|INSPFORM|CAMPSPAR|08.01.2018|          |P20|D   |
|    1|   1|10549727|2017945644|6|CP-A25: REPAR                           |Corrosão alveolar e furo linha dreno fec|CTPCM     |RECB      |MEDL     |301020.FSDO.532399.000001     |CTMEINTG|23.07.2018|PMGERAL |CAMPSPAR|14.05.2018|          |P20|C   |
|    3|   3|10427496|2018032235|5|CI-A08 - SD-DEC: REPAR                  |Linha 3"-DF-BE1-045                     |          |PH        |MEDA     |301020.FSDO.532399.000001     |CTPCM   |          |INSPEXTE|CAMPSPAR|25.03.2018|          |P20|C   |
|    2|   2|10427496|2018032235|5|                                        |Linha 3"-DF-BE1-045                     |          |ELIM      |MEDE     |301020.FSDO.532399.000001     |CTPCM   |          |PMANORMA|CAMPPAR |25.03.2018|          |P20|C   |
|    1|   1|10427496|2018032235|5|SD-DEC-A05: REPAR                       |Linha 2"-DF-BE1-014                     |          |PH        |MEDA     |301020.FSDO.532399.000001     |CTPCM   |          |INSPEXTE|CAMPPAR |25.03.2018|          |P20|C   |
|    2|   2|9600811 |2015839294|6|COL-A05: REPAR                          |Corr interna, furo ln psv BB drenagem   |          |RECB      |MEDL     |301020.FSDO.532399.000001     |CTMEINTG|30.04.2019|PMGERAL |CAMPSPAR|20.04.2017|          |P20|C   |
|    1|   1|9600811 |2015839294|6|CP-A26: REPAR                           |Furo na linha dreno fechado SG-122302   |          |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIINTG|30.12.2017|PMGERAL |CAMPSPAR|20.04.2017|23.10.2017|P20|C   |
|    1|   2|8918237 |2016988040|6|DEC-2-A34: CALD *2-II*                  |                                        |CTPCM     |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIECOP|17.09.2016|PMGERAL |CAMPSPAR|11.07.2016|09.11.2016|P20|D   |
|    1|   1|8918237 |2016988040|6|CONV-2-A34: CALD                        |                                        |CTPCM     |RECB      |MEDL     |301020.FSDO.532399.000001     |CTMIPPRO|30.04.2019|PMGERAL |PARDSPAR|11.07.2016|          |P20|C   |
|    9|   9|8162544 |2017078951|6|MDEC-A-26: CALD *2-IIl* "C" Substituir  |Furo na curva do spool                  |CTPCM     |CANC      |MEDE     |301020.FSDO.532399.000001     |030GPL02|15.06.2016|PMANORMA|CAMPSPAR|29.08.2015|15.06.2016|P20|C   |
|    2|   2|10549727|2017945644|6|CP-A21A: REPAR                          |Corrosão                                |CTPCM     |PH        |MEDA     |301020.FSDO.532399.000001     |CTMEINTG|          |INSPFORM|CAMPSPAR|14.05.2018|          |P20|C   |
|    1|   1|8758293 |2015875671|6|CP-A24: CALD - TC-A                     |Corr alvéolar nas linhas dr fechado TC-A|CTMIINTG  |RECB      |MEDL     |301020.FSDO.532399.000001     |CTMIINTG|31.10.2018|INSPEXTE|CAMPSPAR|07.05.2016|          |P20|D   |
|    1|   2|8758293 |2015875671|6|CP-A24: CALD - TC-A                     |Corr alvéolar nas linhas dr fechado TC-A|CTMIINTG  |RECB      |MEDL     |301020.FSDO.532399.000001     |CTMIINTG|31.10.2018|INSPEXTE|CAMPSPAR|07.05.2016|          |P20|D   |
|    2|   3|8758293 |2015875671|6|CP-A24: CALD                            |Corrosão atmosf. generalizada LN TC-A   |CTMIINTG  |CMAN      |MEDE     |301020.FSDO.532399.000001     |CTPCM   |30.04.2019|INSPEXTE|CAMPSPAR|07.05.2016|18.09.2018|P20|C   |
|    3|   4|8758293 |2015875671|6|CP-A26: TEMP                            |Corrosão e furo LN dreno SG-122301-B    |CTMIINTG  |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIPPRO|30.04.2019|INSPEXTE|PARDSPAR|07.05.2016|18.09.2018|P20|C   |
|    3|   5|8758293 |2015875671|6|CP-A26: TEMP                            |Corrosão e furo LN dreno SG-122301-B    |CTMIINTG  |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIPPRO|30.04.2019|INSPEXTE|PARDSPAR|07.05.2016|18.09.2018|P20|C   |
|    3|   6|8758293 |2015875671|6|CP-A26: CALD                            |Corrosão e furo LN dreno SG-122301-B    |CTMIINTG  |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIPPRO|30.04.2019|INSPEXTE|PARDSPAR|07.05.2016|18.09.2018|P20|C   |
|    4|   7|8758293 |2015875671|6|CP-A24: CALD                            |Corrosão atmosf. generalizada LN TC-A   |CTMIINTG  |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIINTG|30.05.2018|INSPFORM|CAMPSPAR|07.05.2016|31.10.2017|P20|C   |
|    5|   8|8758293 |2015875671|6|CP-A26: REPAR                           |Corrosão e furo DF LP-122302            |CTMIINTG  |RECB      |MEDL     |301020.FSDO.532399.000001     |CTMIPPRO|30.04.2019|PMANORMA|CAMPSPAR|07.05.2016|          |P20|C   |
|    8|   8|8162544 |2017078951|6|MDEC-A-28: PINT *2-II*                  |Corrrosão na linha dreno da URV         |CTPCM     |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIECOP|05.12.2015|INSPEXTE|CAMPSPAR|29.08.2015|13.06.2016|P20|D   |
|    7|   7|8162544 |2017078951|6|LDEC-A-11A: PINT *3-II*                 |Corrrosão na linha dreno do TQ-533601   |CTPCM     |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIECOP|15.11.2015|INSPEXTE|CAMPSPAR|29.08.2015|15.11.2015|P20|C   |
|    6|   6|8162544 |2017078951|6|LDEC-A-09: PINT *2-II*                  |Corrrosão na linha dreno do RP-121001   |CTPCM     |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIECOP|05.12.2015|PMGERAL |CAMPSPAR|29.08.2015|01.01.2016|P20|D   |
|    5|   5|8162544 |2017078951|6|MDEC-A-23: PINT *2-II*                  |Corrosão linhas dreno da torre glicol   |CTPCM     |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIECOP|05.12.2015|INSPEXTE|CAMPSPAR|29.08.2015|06.04.2016|P20|D   |
|    4|   4|8162544 |2017078951|6|MDEC-A-21: PINT *2-II*                  |Corrosão linhas dreno TC-C              |CTPCM     |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIINTG|05.12.2015|INSPEXTE|CAMPSPAR|29.08.2015|15.06.2016|P20|D   |
|    3|   3|8162544 |2017078951|6|CP-A29: PINT                            |Corrosão linha dreno MCGL-B             |CTPCM     |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIINTG|30.08.2018|INSPEXTE|CAMPSPAR|29.08.2015|21.05.2018|P20|C   |
|    2|   2|8162544 |2017078951|6|CP-A25: PINT                            |Corrosão linha dreno TC-B               |CTPCM     |RECB      |MEDL     |301020.FSDO.532399.000001     |CTMEINTG|30.07.2019|INSPEXTE|CAMPSPAR|29.08.2015|          |P20|C   |
|    1|   1|8162544 |2017078951|6|MDEC-A-28: PINT *2-II*                  |Corrosão linha dreno V-122301-A         |CTPCM     |CMAN      |MEDE MSUC|301020.FSDO.532399.000001     |CTMIECOP|01.11.2015|INSPINTE|CAMPSPAR|29.08.2015|01.11.2015|P20|D   |
|    4|   4|9726284 |2016209110|6|CP-A17: CALD                            |Corr alveolar e furo LN DR aberto Z-502 |          |RECB      |MEDL     |301020.FSDO.532399.000002     |CTPCM   |25.05.2018|INSPEXTE|CAMPSPAR|14.06.2017|          |P20|D   |
|    1|   1|8507806 |2015875567|6|MDEC-A-28: CALD                         |Corrosão alveolar generalizada e furos  |          |CMAN      |MEDE MSUC|301020.FSDO.532399.000002     |CTMIECOP|06.02.2016|INSPEXTE|CAMPSPAR|25.01.2016|15.10.2016|P20|C   |
|    2|   2|8507806 |2015875567|6|CI-A-5: REPAR                           |Vazamento pelo filtros dreno Z-202      |          |RECB      |MEDL     |301020.FSDO.532399.000002     |CTMIPPRO|30.11.2018|PMGERAL |CAMPSPAR|25.01.2016|          |P20|C   |
|    3|   3|9726284 |2016209110|6|CP-A23: CALD                            |Corr alveloar e furo LN dreno skid glico|          |RECB      |MEDL     |301020.FSDO.532399.000002     |CTPCM   |13.12.2017|PMGERAL |CAMPSPAR|14.06.2017|          |P20|D   |
|    2|   2|9726284 |2016209110|6|COL-A05: REPAR                          |Corr interna e furo ln dr aberto classif|          |CMAN      |MEDE MSUC|301020.FSDO.532399.000002     |CTMIPPRO|25.08.2017|PMGERAL |PARDPAR |14.06.2017|25.08.2017|P20|C   |
|    1|   1|9726284 |2016209110|6|CVI-A13: CALD                           |Dreno teto cozinha                      |          |CMAN      |MEDE MSUC|301020.FSDO.532399.000002     |CTUMF_P |04.07.2017|INSPEXTE|CAMPSPAR|14.06.2017|19.07.2017|P20|C   |
|    1|   1|9278315 |2018032603|6|PONT-A-1C: REPAR                        |Corrosão e furo ln susp cx mar 2 pp-be  |          |RECB      |MEDL     |301020.FSLE.665299.000001     |CTPCM   |19.03.2017|INSPEXTE|CAMPSPAR|11.12.2016|          |P20|D   |
|    1|   1|10642770|2017763457|8|Reparar Cavalete                        |                                        |CTPCM     |RECB      |MEDL     |301020.FSMC.526602            |CTPCM   |29.08.2018|PMESTRU |CAMPSPAR|11.02.2018|          |P20|A   |
|    1|   1|9062352 |2017652074|4|MDECK-A-27: PINT *3-II* "C" Tratar/Pinta|Convés principal 4"                     |CTPCM     |CMAN      |MEDE MSUC|301020.FSOD.513399.000001     |CTMIECOP|18.10.2016|INSPFORM|CAMPSPAR|08.09.2016|29.05.2017|P20|C   |
|    2|   2|9062352 |2017652074|4|CP-A16: CALD                            |Convés principal 1"                     |CTPCM     |RECB      |MEDL     |301020.FSOD.513399.000001     |CTMEINTG|30.07.2019|INSPFORM|CAMPSPAR|08.09.2016|          |P20|C   |
|    2|   3|9062352 |2017652074|4|CP-A28: CALD                            |Convés principal 1"                     |CTPCM     |RECB      |MEDL     |301020.FSOD.513399.000001     |CTMEINTG|30.07.2019|INSPFORM|CAMPSPAR|08.09.2016|          |P20|C   |
